date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-03-26 10:33:00,5.16,5.16,5.17,5.16,5404.0,2788396.0,5.151,,
2026-03-26 10:34:00,5.16,5.16,5.17,5.16,1998.0,1031090.0,5.151,,
2026-03-26 10:35:00,5.16,5.17,5.17,5.16,364.0,188018.0,5.151,,
2026-03-26 10:36:00,5.17,5.17,5.17,5.16,243.0,125449.0,5.151,,
2026-03-26 10:37:00,5.17,5.16,5.17,5.16,904.0,466503.0,5.151,,
2026-03-26 10:38:00,5.16,5.17,5.17,5.16,2372.0,1224018.0,5.152,,
2026-03-26 10:39:00,5.17,5.16,5.17,5.16,641.0,330821.0,5.152,,
2026-03-26 10:40:00,5.16,5.17,5.17,5.16,864.0,446071.0,5.152,,
2026-03-26 10:41:00,5.17,5.17,5.17,5.16,577.0,298013.0,5.152,,
2026-03-26 10:42:00,5.17,5.16,5.17,5.16,428.0,221073.0,5.152,,
2026-03-26 10:43:00,5.16,5.17,5.17,5.16,471.0,243279.0,5.152,,
2026-03-26 10:44:00,5.17,5.17,5.17,5.16,313.0,161720.0,5.152,,
2026-03-26 10:45:00,5.17,5.17,5.17,5.16,565.0,291809.0,5.152,,
2026-03-26 10:46:00,5.17,5.16,5.17,5.16,293.0,151397.0,5.152,,
2026-03-26 10:47:00,5.16,5.16,5.17,5.16,253.0,130755.0,5.152,,
2026-03-26 10:48:00,5.16,5.16,5.16,5.16,7082.0,3654396.0,5.152,,
2026-03-26 10:49:00,5.16,5.16,5.16,5.15,590.0,304416.0,5.152,,
2026-03-26 10:50:00,5.16,5.16,5.16,5.15,160.0,82538.0,5.152,,
2026-03-26 10:51:00,5.16,5.16,5.16,5.15,123.0,63428.0,5.152,,
2026-03-26 10:52:00,5.16,5.16,5.16,5.15,191.0,98424.0,5.152,,
2026-03-26 10:53:00,5.16,5.15,5.16,5.15,180.0,92750.0,5.152,,
2026-03-26 10:54:00,5.15,5.15,5.16,5.15,242.0,124820.0,5.152,,
2026-03-26 10:55:00,5.15,5.16,5.16,5.15,490.0,252722.0,5.152,,
2026-03-26 10:56:00,5.16,5.16,5.16,5.15,305.0,157159.0,5.152,,
2026-03-26 10:57:00,5.16,5.15,5.16,5.15,2374.0,1222701.0,5.152,,
2026-03-26 10:58:00,5.15,5.15,5.16,5.15,1834.0,944805.0,5.152,,
2026-03-26 10:59:00,5.15,5.15,5.16,5.14,2868.0,1476935.0,5.152,,
2026-03-26 11:00:00,5.15,5.14,5.15,5.14,341.0,175463.0,5.152,,
2026-03-26 11:01:00,5.14,5.15,5.16,5.14,1836.0,945364.0,5.152,,
2026-03-26 11:02:00,5.15,5.15,5.16,5.14,788.0,405798.0,5.152,,
2026-03-26 11:03:00,5.15,5.15,5.15,5.14,232.0,119463.0,5.152,,
2026-03-26 11:04:00,5.15,5.14,5.15,5.14,236.0,121495.0,5.152,,
2026-03-26 11:05:00,5.14,5.15,5.15,5.15,247.0,127205.0,5.152,,
2026-03-26 11:06:00,5.15,5.15,5.15,5.14,367.0,188940.0,5.152,,
2026-03-26 11:07:00,5.15,5.15,5.15,5.15,129.0,66424.0,5.152,,
2026-03-26 11:08:00,5.15,5.15,5.15,5.15,549.0,282635.0,5.152,,
2026-03-26 11:09:00,5.15,5.15,5.15,5.14,327.0,168404.0,5.152,,
2026-03-26 11:10:00,5.15,5.15,5.15,5.14,383.0,197230.0,5.152,,
2026-03-26 11:11:00,5.15,5.15,5.15,5.15,4121.0,2122301.0,5.152,,
2026-03-26 11:12:00,5.15,5.15,5.16,5.14,1772.0,912649.0,5.152,,
2026-03-26 11:13:00,5.15,5.16,5.16,5.15,432.0,222544.0,5.152,,
2026-03-26 11:14:00,5.16,5.15,5.16,5.15,785.0,404391.0,5.152,,
2026-03-26 11:15:00,5.15,5.15,5.16,5.15,1384.0,712990.0,5.152,,
2026-03-26 11:16:00,5.15,5.16,5.16,5.15,120.0,61887.0,5.152,,
2026-03-26 11:17:00,5.16,5.15,5.16,5.15,255.0,131410.0,5.152,,
2026-03-26 11:18:00,5.15,5.16,5.16,5.15,219.0,112953.0,5.152,,
2026-03-26 11:19:00,5.16,5.16,5.16,5.16,111.0,57276.0,5.152,,
2026-03-26 11:20:00,5.16,5.16,5.16,5.16,301.0,155315.0,5.152,,
2026-03-26 11:21:00,5.16,5.17,5.17,5.15,11734.0,6055143.0,5.153,,
2026-03-26 11:22:00,5.17,5.17,5.17,5.16,8603.0,4439166.0,5.153,5.1574,
2026-03-26 11:23:00,5.17,5.16,5.17,5.16,1194.0,616133.0,5.153,5.1574,
2026-03-26 11:24:00,5.16,5.16,5.16,5.16,1382.0,713121.0,5.153,5.1574,
2026-03-26 11:25:00,5.16,5.16,5.16,5.16,392.0,202262.0,5.153,5.1572000000000005,
2026-03-26 11:26:00,5.16,5.16,5.16,5.16,619.0,319398.0,5.153,5.157,
2026-03-26 11:27:00,5.16,5.16,5.16,5.16,254.0,131063.0,5.153,5.157,
2026-03-26 11:28:00,5.16,5.15,5.16,5.15,460.0,237313.0,5.153,5.1566,
2026-03-26 11:29:00,5.15,5.16,5.16,5.15,603.0,310897.0,5.153,5.1566,
2026-03-26 11:30:00,5.16,5.15,5.16,5.15,1541.0,793734.0,5.153,5.1562,
2026-03-26 13:01:00,5.15,5.16,5.16,5.15,1506.0,776759.0,5.153,5.156000000000001,
2026-03-26 13:02:00,5.16,5.16,5.16,5.15,7085.0,3653746.0,5.153,5.156000000000001,
2026-03-26 13:03:00,5.16,5.16,5.16,5.15,2699.0,1390671.0,5.153,5.1558,
2026-03-26 13:04:00,5.16,5.16,5.16,5.15,289.0,149039.0,5.153,5.1556,
2026-03-26 13:05:00,5.16,5.16,5.16,5.15,843.0,434887.0,5.153,5.155400000000001,
2026-03-26 13:06:00,5.16,5.15,5.16,5.15,4538.0,2337366.0,5.153,5.1552,
2026-03-26 13:07:00,5.15,5.15,5.16,5.15,2406.0,1239136.0,5.153,5.155,
2026-03-26 13:08:00,5.15,5.15,5.15,5.14,1658.0,853721.0,5.153,5.1548,
2026-03-26 13:09:00,5.15,5.15,5.15,5.14,385.0,198113.0,5.153,5.1546,
2026-03-26 13:10:00,5.15,5.14,5.15,5.14,575.0,295777.0,5.153,5.1541999999999994,
2026-03-26 13:11:00,5.14,5.15,5.15,5.14,184.0,94680.0,5.153,5.154,
2026-03-26 13:12:00,5.15,5.14,5.15,5.14,2282.0,1173063.0,5.153,5.1536,
2026-03-26 13:13:00,5.14,5.15,5.15,5.14,2413.0,1240438.0,5.153,5.1536,
2026-03-26 13:14:00,5.15,5.15,5.15,5.14,959.0,493141.0,5.153,5.1536,
2026-03-26 13:15:00,5.15,5.14,5.15,5.14,1136.0,584388.0,5.153,5.153200000000001,
2026-03-26 13:16:00,5.14,5.15,5.15,5.14,391.0,201332.0,5.153,5.1530000000000005,
2026-03-26 13:17:00,5.15,5.14,5.15,5.14,447.0,230059.0,5.153,5.1528,
2026-03-26 13:18:00,5.14,5.14,5.15,5.14,4567.0,2347596.0,5.152,5.1526,
2026-03-26 13:19:00,5.14,5.14,5.15,5.13,3250.0,1670584.0,5.152,5.1524,
2026-03-26 13:20:00,5.14,5.15,5.15,5.14,353.0,181452.0,5.152,5.1526,
2026-03-26 13:21:00,5.15,5.14,5.14,5.14,3288.0,1690037.0,5.152,5.1524,
2026-03-26 13:22:00,5.14,5.14,5.15,5.13,1365.0,701572.0,5.152,5.152200000000001,
2026-03-26 13:23:00,5.14,5.13,5.14,5.13,674.0,346294.0,5.152,5.151800000000001,
2026-03-26 13:24:00,5.13,5.13,5.14,5.13,3133.0,1607332.0,5.152,5.151599999999999,
2026-03-26 13:25:00,5.13,5.13,5.14,5.13,2588.0,1327799.0,5.152,5.1512,
2026-03-26 13:26:00,5.13,5.14,5.14,5.13,288.0,147836.0,5.152,5.151,
2026-03-26 13:27:00,5.14,5.14,5.14,5.13,622.0,319201.0,5.152,5.1508,
2026-03-26 13:28:00,5.14,5.14,5.14,5.13,481.0,246951.0,5.151,5.150600000000001,
2026-03-26 13:29:00,5.14,5.14,5.14,5.13,405.0,208053.0,5.151,5.150399999999999,
2026-03-26 13:30:00,5.14,5.14,5.14,5.13,1449.0,744105.0,5.151,5.1502,
2026-03-26 13:31:00,5.14,5.14,5.15,5.13,4351.0,2235975.0,5.151,5.15,
2026-03-26 13:32:00,5.14,5.13,5.15,5.13,1895.0,974010.0,5.151,5.1496,
2026-03-26 13:33:00,5.13,5.14,5.14,5.13,798.0,410103.0,5.151,5.1492,
2026-03-26 13:34:00,5.14,5.13,5.14,5.13,534.0,274362.0,5.151,5.1488,
2026-03-26 13:35:00,5.13,5.14,5.15,5.14,1526.0,784381.0,5.151,5.1486,
2026-03-26 13:36:00,5.14,5.14,5.14,5.13,1618.0,831651.0,5.151,5.1482,
2026-03-26 13:37:00,5.14,5.13,5.15,5.13,2374.0,1220207.0,5.151,5.1478,
2026-03-26 13:38:00,5.13,5.14,5.15,5.13,1121.0,576225.0,5.151,5.1474,
2026-03-26 13:39:00,5.14,5.13,5.14,5.13,190.0,97625.0,5.151,5.1468,
2026-03-26 13:40:00,5.13,5.14,5.15,5.14,772.0,396855.0,5.151,5.1464,
2026-03-26 13:41:00,5.14,5.14,5.15,5.14,426.0,218989.0,5.151,5.1457999999999995,
2026-03-26 13:42:00,5.14,5.14,5.15,5.14,180.0,92612.0,5.151,5.1452,
2026-03-26 13:43:00,5.14,5.14,5.15,5.14,311.0,160055.0,5.151,5.1448,
2026-03-26 13:44:00,5.14,5.14,5.15,5.14,246.0,126630.0,5.151,5.144400000000001,
2026-03-26 13:45:00,5.14,5.15,5.15,5.14,310.0,159420.0,5.151,5.1442,
2026-03-26 13:46:00,5.15,5.14,5.14,5.13,2481.0,1275221.0,5.151,5.1438,
2026-03-26 13:47:00,5.14,5.13,5.14,5.13,183.0,93945.0,5.151,5.143199999999999,
2026-03-26 13:48:00,5.13,5.13,5.14,5.13,228.0,117069.0,5.151,5.142799999999999,
2026-03-26 13:49:00,5.13,5.13,5.14,5.13,163.0,83706.0,5.151,5.1422,
2026-03-26 13:50:00,5.13,5.14,5.14,5.13,988.0,507296.0,5.151,5.142,
2026-03-26 13:51:00,5.14,5.15,5.15,5.13,4220.0,2169098.0,5.15,5.1418,
2026-03-26 13:52:00,5.15,5.14,5.15,5.14,476.0,244827.0,5.15,5.1414,
2026-03-26 13:53:00,5.14,5.14,5.15,5.14,1053.0,541292.0,5.15,5.141,
2026-03-26 13:54:00,5.14,5.14,5.14,5.14,1705.0,876327.0,5.15,5.140599999999999,
2026-03-26 13:55:00,5.14,5.14,5.14,5.13,1508.0,775110.0,5.15,5.1402,
2026-03-26 13:56:00,5.14,5.13,5.14,5.13,242.0,124348.0,5.15,5.1398,
2026-03-26 13:57:00,5.13,5.13,5.14,5.13,1127.0,578975.0,5.15,5.139399999999999,
2026-03-26 13:58:00,5.13,5.13,5.14,5.13,463.0,237655.0,5.15,5.138999999999999,
2026-03-26 13:59:00,5.13,5.14,5.14,5.13,735.0,377736.0,5.15,5.1388,
2026-03-26 14:00:00,5.14,5.14,5.14,5.13,945.0,485357.0,5.15,5.1388,
2026-03-26 14:01:00,5.14,5.14,5.14,5.13,403.0,207100.0,5.15,5.1386,
2026-03-26 14:02:00,5.14,5.13,5.14,5.13,533.0,273474.0,5.15,5.138400000000001,
2026-03-26 14:03:00,5.13,5.13,5.14,5.12,8924.0,4576275.0,5.15,5.138,
2026-03-26 14:04:00,5.13,5.12,5.13,5.12,1975.0,1013007.0,5.149,5.1374,
2026-03-26 14:05:00,5.12,5.13,5.13,5.12,480.0,246210.0,5.149,5.1372,
2026-03-26 14:06:00,5.13,5.13,5.13,5.12,394.0,202084.0,5.149,5.136799999999999,
2026-03-26 14:07:00,5.13,5.12,5.13,5.12,1657.0,848488.0,5.149,5.1364,
2026-03-26 14:08:00,5.12,5.12,5.13,5.12,388.0,198728.0,5.149,5.136,
2026-03-26 14:09:00,5.12,5.12,5.12,5.11,13225.0,6771133.0,5.148,5.1356,
2026-03-26 14:10:00,5.12,5.12,5.12,5.11,406.0,207712.0,5.148,5.135,
2026-03-26 14:11:00,5.12,5.12,5.12,5.11,1084.0,554984.0,5.148,5.134599999999999,
2026-03-26 14:12:00,5.12,5.12,5.12,5.11,3705.0,1897090.0,5.148,5.1342,
2026-03-26 14:13:00,5.12,5.12,5.13,5.11,1439.0,736771.0,5.148,5.1339999999999995,
2026-03-26 14:14:00,5.12,5.11,5.12,5.11,121.0,61880.0,5.148,5.1336,
2026-03-26 14:15:00,5.11,5.12,5.12,5.11,106.0,54236.0,5.147,5.133399999999999,
2026-03-26 14:16:00,5.12,5.12,5.12,5.11,7536.0,3850979.0,5.147,5.132999999999999,
2026-03-26 14:17:00,5.12,5.12,5.12,5.11,441.0,225429.0,5.147,5.1326,
2026-03-26 14:18:00,5.12,5.12,5.13,5.11,3729.0,1909318.0,5.146,5.1322,
2026-03-26 14:19:00,5.12,5.12,5.12,5.11,231.0,118256.0,5.146,5.131799999999999,
2026-03-26 14:20:00,5.12,5.12,5.12,5.11,399.0,204284.0,5.146,5.1314,
2026-03-26 14:21:00,5.12,5.12,5.12,5.11,265.0,135559.0,5.146,5.131,
2026-03-26 14:22:00,5.12,5.12,5.12,5.12,1150.0,588795.0,5.146,5.130799999999999,
2026-03-26 14:23:00,5.12,5.12,5.12,5.12,143.0,73215.0,5.146,5.1304,
2026-03-26 14:24:00,5.12,5.12,5.12,5.11,158.0,80812.0,5.146,5.130199999999999,
2026-03-26 14:25:00,5.12,5.12,5.12,5.11,312.0,159673.0,5.146,5.1298,
2026-03-26 14:26:00,5.12,5.11,5.12,5.11,286.0,146222.0,5.146,5.1292,
2026-03-26 14:27:00,5.11,5.12,5.12,5.11,1066.0,544911.0,5.146,5.129,
