date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-05-19 13:03:00,5.14,5.15,5.15,5.13,12012.0,6174329.0,5.128,,
2026-05-19 13:04:00,5.15,5.15,5.15,5.14,653.0,336040.0,5.128,,
2026-05-19 13:05:00,5.15,5.15,5.15,5.14,622.0,320146.0,5.128,,
2026-05-19 13:06:00,5.15,5.15,5.15,5.14,368.0,189357.0,5.128,,
2026-05-19 13:07:00,5.15,5.14,5.15,5.14,1765.0,908117.0,5.128,,
2026-05-19 13:08:00,5.14,5.14,5.15,5.14,437.0,224788.0,5.128,,
2026-05-19 13:09:00,5.14,5.14,5.15,5.14,343.0,176443.0,5.128,,
2026-05-19 13:10:00,5.14,5.15,5.15,5.14,1007.0,518359.0,5.128,,
2026-05-19 13:11:00,5.15,5.15,5.15,5.14,1224.0,629899.0,5.128,,
2026-05-19 13:12:00,5.15,5.15,5.15,5.14,2353.0,1211563.0,5.128,,
2026-05-19 13:13:00,5.15,5.15,5.15,5.14,1919.0,988210.0,5.128,,
2026-05-19 13:14:00,5.15,5.15,5.15,5.14,1769.0,910902.0,5.128,,
2026-05-19 13:15:00,5.15,5.14,5.15,5.14,481.0,247526.0,5.129,,
2026-05-19 13:16:00,5.14,5.14,5.15,5.14,4332.0,2230801.0,5.129,,
2026-05-19 13:17:00,5.14,5.14,5.15,5.14,357.0,183689.0,5.129,,
2026-05-19 13:18:00,5.14,5.15,5.15,5.14,421.0,216583.0,5.129,,
2026-05-19 13:19:00,5.15,5.14,5.15,5.14,831.0,427320.0,5.129,,
2026-05-19 13:20:00,5.14,5.14,5.15,5.14,660.0,339506.0,5.129,,
2026-05-19 13:21:00,5.14,5.14,5.14,5.13,15173.0,7798531.0,5.129,,
2026-05-19 13:22:00,5.14,5.14,5.14,5.13,688.0,353519.0,5.129,,
2026-05-19 13:23:00,5.14,5.13,5.14,5.13,922.0,473839.0,5.129,,
2026-05-19 13:24:00,5.13,5.14,5.14,5.13,240.0,123298.0,5.129,,
2026-05-19 13:25:00,5.14,5.14,5.14,5.13,654.0,335874.0,5.129,,
2026-05-19 13:26:00,5.14,5.14,5.14,5.13,562.0,288749.0,5.129,,
2026-05-19 13:27:00,5.14,5.14,5.14,5.13,1291.0,663489.0,5.129,,
2026-05-19 13:28:00,5.14,5.14,5.14,5.13,523.0,268649.0,5.129,,
2026-05-19 13:29:00,5.14,5.14,5.15,5.13,6907.0,3552453.0,5.129,,
2026-05-19 13:30:00,5.14,5.15,5.15,5.14,1938.0,996669.0,5.13,,
2026-05-19 13:31:00,5.15,5.14,5.15,5.14,1544.0,793775.0,5.13,,
2026-05-19 13:32:00,5.14,5.14,5.15,5.14,4430.0,2276753.0,5.13,,
2026-05-19 13:33:00,5.14,5.14,5.14,5.14,472.0,242608.0,5.13,,
2026-05-19 13:34:00,5.14,5.14,5.15,5.13,2491.0,1280367.0,5.13,,
2026-05-19 13:35:00,5.14,5.15,5.15,5.14,422.0,216949.0,5.13,,
2026-05-19 13:36:00,5.15,5.14,5.15,5.14,1429.0,734593.0,5.13,,
2026-05-19 13:37:00,5.14,5.14,5.15,5.14,370.0,190321.0,5.13,,
2026-05-19 13:38:00,5.14,5.15,5.15,5.14,805.0,414431.0,5.13,,
2026-05-19 13:39:00,5.15,5.14,5.15,5.14,460.0,236615.0,5.13,,
2026-05-19 13:40:00,5.14,5.15,5.15,5.14,446.0,229395.0,5.13,,
2026-05-19 13:41:00,5.15,5.14,5.15,5.14,810.0,416715.0,5.13,,
2026-05-19 13:42:00,5.14,5.15,5.15,5.14,440.0,226386.0,5.13,,
2026-05-19 13:43:00,5.15,5.14,5.15,5.14,777.0,399634.0,5.13,,
2026-05-19 13:44:00,5.14,5.15,5.15,5.14,931.0,479182.0,5.13,,
2026-05-19 13:45:00,5.15,5.15,5.15,5.14,1787.0,919368.0,5.13,,
2026-05-19 13:46:00,5.15,5.14,5.15,5.14,1722.0,886392.0,5.13,,
2026-05-19 13:47:00,5.14,5.14,5.15,5.14,784.0,403150.0,5.13,,
2026-05-19 13:48:00,5.14,5.14,5.15,5.14,1403.0,721398.0,5.13,,
2026-05-19 13:49:00,5.14,5.14,5.15,5.14,899.0,462301.0,5.13,,
2026-05-19 13:50:00,5.14,5.14,5.15,5.14,2222.0,1143101.0,5.13,,
2026-05-19 13:51:00,5.14,5.15,5.15,5.14,1399.0,719393.0,5.13,,
2026-05-19 13:52:00,5.15,5.14,5.15,5.14,2140.0,1100127.0,5.13,5.143400000000001,
2026-05-19 13:53:00,5.14,5.15,5.15,5.14,576.0,296266.0,5.13,5.143400000000001,
2026-05-19 13:54:00,5.15,5.14,5.15,5.14,742.0,381530.0,5.13,5.143199999999999,
2026-05-19 13:55:00,5.14,5.15,5.15,5.14,1583.0,813863.0,5.13,5.1432,
2026-05-19 13:56:00,5.15,5.14,5.15,5.14,1095.0,563030.0,5.13,5.143,
2026-05-19 13:57:00,5.14,5.14,5.15,5.14,1776.0,913153.0,5.13,5.143,
2026-05-19 13:58:00,5.14,5.15,5.15,5.14,990.0,509338.0,5.13,5.1432,
2026-05-19 13:59:00,5.15,5.15,5.15,5.14,3673.0,1889750.0,5.131,5.143399999999999,
2026-05-19 14:00:00,5.15,5.15,5.15,5.14,1181.0,607508.0,5.131,5.143400000000001,
2026-05-19 14:01:00,5.15,5.14,5.15,5.14,1864.0,959017.0,5.131,5.1432,
2026-05-19 14:02:00,5.14,5.14,5.15,5.14,2016.0,1036443.0,5.131,5.143,
2026-05-19 14:03:00,5.14,5.15,5.15,5.14,555.0,285556.0,5.131,5.143,
2026-05-19 14:04:00,5.15,5.14,5.15,5.14,683.0,351291.0,5.131,5.142799999999999,
2026-05-19 14:05:00,5.14,5.15,5.15,5.14,1327.0,682163.0,5.131,5.143,
2026-05-19 14:06:00,5.15,5.14,5.15,5.14,1553.0,799243.0,5.131,5.143,
2026-05-19 14:07:00,5.14,5.14,5.15,5.14,388.0,199578.0,5.131,5.143,
2026-05-19 14:08:00,5.14,5.14,5.15,5.14,436.0,224255.0,5.131,5.142799999999999,
2026-05-19 14:09:00,5.14,5.14,5.15,5.14,751.0,386289.0,5.131,5.142799999999999,
2026-05-19 14:10:00,5.14,5.14,5.15,5.14,1255.0,646060.0,5.131,5.142799999999999,
2026-05-19 14:11:00,5.14,5.14,5.15,5.14,1199.0,616603.0,5.131,5.142799999999999,
2026-05-19 14:12:00,5.14,5.14,5.15,5.14,768.0,395260.0,5.131,5.142799999999999,
2026-05-19 14:13:00,5.14,5.15,5.15,5.14,451.0,232026.0,5.131,5.143199999999999,
2026-05-19 14:14:00,5.15,5.15,5.15,5.14,3781.0,1946609.0,5.131,5.143400000000001,
2026-05-19 14:15:00,5.15,5.15,5.15,5.14,5667.0,2917509.0,5.131,5.1436,
2026-05-19 14:16:00,5.15,5.15,5.15,5.14,983.0,505999.0,5.131,5.1438,
2026-05-19 14:17:00,5.15,5.15,5.15,5.14,3775.0,1943499.0,5.131,5.144,
2026-05-19 14:18:00,5.15,5.14,5.15,5.14,388.0,199660.0,5.131,5.144,
2026-05-19 14:19:00,5.14,5.14,5.15,5.14,865.0,445241.0,5.131,5.144,
2026-05-19 14:20:00,5.14,5.15,5.15,5.14,869.0,446854.0,5.131,5.144,
2026-05-19 14:21:00,5.15,5.14,5.15,5.14,581.0,298873.0,5.131,5.144,
2026-05-19 14:22:00,5.14,5.15,5.15,5.14,7294.0,3749233.0,5.132,5.1442,
2026-05-19 14:23:00,5.15,5.15,5.15,5.14,2076.0,1068163.0,5.132,5.144400000000001,
2026-05-19 14:24:00,5.15,5.14,5.15,5.14,760.0,390810.0,5.132,5.144400000000001,
2026-05-19 14:25:00,5.14,5.14,5.15,5.14,1098.0,564558.0,5.132,5.1442,
2026-05-19 14:26:00,5.14,5.14,5.15,5.14,487.0,250508.0,5.132,5.1442,
2026-05-19 14:27:00,5.14,5.14,5.15,5.14,836.0,430111.0,5.132,5.1442,
2026-05-19 14:28:00,5.14,5.14,5.15,5.14,660.0,339592.0,5.132,5.144,
2026-05-19 14:29:00,5.14,5.15,5.15,5.14,1829.0,941281.0,5.132,5.1442000000000005,
2026-05-19 14:30:00,5.15,5.15,5.15,5.14,3849.0,1981217.0,5.132,5.1442,
2026-05-19 14:31:00,5.15,5.14,5.15,5.14,1050.0,540340.0,5.132,5.1442,
2026-05-19 14:32:00,5.14,5.14,5.15,5.14,870.0,447705.0,5.132,5.144,
2026-05-19 14:33:00,5.14,5.14,5.15,5.14,498.0,256342.0,5.132,5.144,
2026-05-19 14:34:00,5.14,5.14,5.15,5.14,838.0,431170.0,5.132,5.1438,
2026-05-19 14:35:00,5.14,5.15,5.15,5.14,3717.0,1910758.0,5.132,5.1438,
2026-05-19 14:36:00,5.15,5.14,5.15,5.14,700.0,360201.0,5.132,5.1438,
2026-05-19 14:37:00,5.14,5.15,5.15,5.14,911.0,468983.0,5.132,5.144,
2026-05-19 14:38:00,5.15,5.15,5.15,5.14,673.0,346132.0,5.132,5.1442,
2026-05-19 14:39:00,5.15,5.15,5.15,5.14,1042.0,536374.0,5.132,5.144399999999999,
2026-05-19 14:40:00,5.15,5.14,5.15,5.14,1260.0,648289.0,5.132,5.144400000000001,
2026-05-19 14:41:00,5.14,5.15,5.15,5.14,10263.0,5285291.0,5.132,5.144399999999999,
2026-05-19 14:42:00,5.15,5.15,5.15,5.14,4348.0,2237998.0,5.133,5.1446000000000005,
2026-05-19 14:43:00,5.15,5.14,5.15,5.14,2587.0,1331659.0,5.133,5.144400000000001,
2026-05-19 14:44:00,5.14,5.14,5.15,5.14,1891.0,973186.0,5.133,5.144399999999999,
2026-05-19 14:45:00,5.14,5.15,5.15,5.14,3694.0,1901998.0,5.133,5.144400000000001,
2026-05-19 14:46:00,5.15,5.15,5.16,5.14,16572.0,8534962.0,5.133,5.1446000000000005,
2026-05-19 14:47:00,5.15,5.15,5.16,5.15,945.0,487289.0,5.133,5.1448,
2026-05-19 14:48:00,5.15,5.16,5.16,5.15,850.0,438308.0,5.133,5.145,
2026-05-19 14:49:00,5.16,5.15,5.16,5.15,1114.0,574108.0,5.133,5.145,
2026-05-19 14:50:00,5.15,5.15,5.16,5.15,12741.0,6562270.0,5.134,5.145,
2026-05-19 14:51:00,5.15,5.15,5.15,5.14,13016.0,6702809.0,5.134,5.1452,
2026-05-19 14:52:00,5.15,5.15,5.16,5.14,5170.0,2662681.0,5.134,5.1453999999999995,
2026-05-19 14:53:00,5.15,5.15,5.15,5.14,1126.0,579615.0,5.134,5.1453999999999995,
2026-05-19 14:54:00,5.15,5.15,5.15,5.14,2917.0,1501619.0,5.134,5.145600000000001,
2026-05-19 14:55:00,5.15,5.15,5.15,5.14,3167.0,1630559.0,5.134,5.145599999999999,
2026-05-19 14:56:00,5.15,5.15,5.15,5.14,2064.0,1062542.0,5.134,5.1458,
2026-05-19 14:57:00,5.15,5.15,5.16,5.14,3234.0,1665237.0,5.134,5.146,
2026-05-19 14:58:00,5.15,5.15,5.15,5.15,193.0,99395.0,5.134,5.1462,
2026-05-19 14:59:00,5.15,5.15,5.15,5.15,0.0,0.0,5.134,5.1464,
2026-05-19 15:00:00,5.15,5.15,5.15,5.15,3876.0,1996140.0,5.135,5.146599999999999,
2026-05-20 09:30:00,5.15,5.15,5.15,5.15,1892.0,974380.0,5.15,5.1468,
2026-05-20 09:31:00,5.15,5.14,5.15,5.13,4208.0,2163017.0,5.143,5.146800000000001,
2026-05-20 09:32:00,5.14,5.14,5.15,5.13,4679.0,2406408.0,5.143,5.146599999999999,
2026-05-20 09:33:00,5.14,5.15,5.15,5.14,1120.0,576433.0,5.144,5.146599999999999,
2026-05-20 09:34:00,5.15,5.14,5.15,5.14,1282.0,660117.0,5.144,5.1464,
2026-05-20 09:35:00,5.14,5.14,5.15,5.14,1692.0,870403.0,5.144,5.1462,
2026-05-20 09:36:00,5.14,5.14,5.15,5.14,1027.0,528530.0,5.144,5.146,
2026-05-20 09:37:00,5.14,5.14,5.15,5.14,940.0,483587.0,5.144,5.146,
2026-05-20 09:38:00,5.14,5.14,5.14,5.13,8108.0,4166953.0,5.143,5.146,
2026-05-20 09:39:00,5.14,5.14,5.15,5.14,3005.0,1544939.0,5.143,5.1458,
2026-05-20 09:40:00,5.14,5.14,5.15,5.14,2715.0,1395903.0,5.142,5.1458,
2026-05-20 09:41:00,5.14,5.14,5.15,5.14,3463.0,1782457.0,5.143,5.145600000000001,
2026-05-20 09:42:00,5.14,5.14,5.15,5.14,2899.0,1491788.0,5.143,5.1453999999999995,
2026-05-20 09:43:00,5.14,5.14,5.15,5.13,8064.0,4145044.0,5.143,5.1454,
2026-05-20 09:44:00,5.14,5.14,5.15,5.14,3937.0,2023988.0,5.143,5.1453999999999995,
2026-05-20 09:45:00,5.14,5.14,5.15,5.14,4760.0,2448755.0,5.143,5.1454,
2026-05-20 09:46:00,5.14,5.14,5.15,5.14,935.0,480780.0,5.143,5.1453999999999995,
2026-05-20 09:47:00,5.14,5.15,5.16,5.14,14066.0,7243962.0,5.144,5.145600000000001,
2026-05-20 09:48:00,5.15,5.14,5.16,5.14,7068.0,3639411.0,5.145,5.1453999999999995,
2026-05-20 09:49:00,5.14,5.14,5.15,5.14,3302.0,1700136.0,5.145,5.1452,
2026-05-20 09:50:00,5.14,5.15,5.15,5.14,3777.0,1944833.0,5.145,5.1454,
2026-05-20 09:51:00,5.15,5.15,5.15,5.14,1422.0,732413.0,5.145,5.145599999999999,
2026-05-20 09:52:00,5.15,5.14,5.15,5.14,270.0,138920.0,5.145,5.145600000000001,
2026-05-20 09:53:00,5.14,5.14,5.15,5.14,508.0,261280.0,5.145,5.145599999999999,
2026-05-20 09:54:00,5.14,5.14,5.15,5.14,474.0,243775.0,5.145,5.1453999999999995,
2026-05-20 09:55:00,5.14,5.15,5.15,5.14,1494.0,768608.0,5.145,5.145600000000001,
2026-05-20 09:56:00,5.15,5.14,5.15,5.14,13666.0,7020056.0,5.144,5.1453999999999995,
2026-05-20 09:57:00,5.14,5.12,5.14,5.12,9317.0,4779157.0,5.143,5.1448,
2026-05-20 09:58:00,5.12,5.13,5.13,5.12,1228.0,629379.0,5.143,5.144399999999999,
2026-05-20 09:59:00,5.13,5.13,5.14,5.13,637.0,326918.0,5.142,5.1442,
2026-05-20 10:00:00,5.13,5.13,5.14,5.12,1610.0,825634.0,5.142,5.1438,
2026-05-20 10:01:00,5.13,5.13,5.13,5.12,624.0,319680.0,5.142,5.143400000000001,
2026-05-20 10:02:00,5.13,5.13,5.14,5.12,3696.0,1896092.0,5.142,5.1432,
2026-05-20 10:03:00,5.13,5.14,5.14,5.13,610.0,312947.0,5.142,5.143199999999999,
